tau_ps,contrast_pct
0.3393148578233518,0.0385725025540265
0.3538250326644939,0.0402745723821912
0.369631649244021,0.0420627469226304
0.3855297846953722,0.0439433243688273
0.3929381249452195,0.044661807020914
0.4028569660299905,0.045923166365035
0.4098221850014589,0.0466325386762761
0.4201672262890911,0.0480097612711007
0.4264816234161573,0.0487029639227618
0.4390318772653354,0.0502112956979825
0.4445528786456612,0.0508803749031641
0.4577140848085467,0.0525367355971027
0.4642233600015979,0.0531727161496971
0.4801911157589281,0.0549959184043895
0.4856929137916462,0.0553422242539603
0.4857151822239376,0.0555886578397631
0.4988231136751049,0.0568386686988001
0.5026299529439301,0.057599658015133
0.5072260971616904,0.0578163571767658
0.5092935891280188,0.0581376786322333
0.5208300157490224,0.0593465373434047
0.5246966338048522,0.0603598646839128
0.5280353729427067,0.0604210714445608
0.5298711078806435,0.0608301595662556
0.5420883837387077,0.0619812550867862
0.5500927869724754,0.0629267899845776
0.5506251215177711,0.0631662168303414
0.5516041534872571,0.0632896823400276
0.5551030653987857,0.0636774907660627
0.5681781989988756,0.064752098867296
0.5742726896965694,0.065703210512335
0.5752021921390947,0.0664036462817668
0.5828582186687442,0.0666921930041714
0.5902740178488717,0.0676691753879517
0.6006760317514958,0.0686200578842298
0.6021456007241125,0.069121898300498
0.604285449044966,0.0697178647904267
0.6099679032579589,0.0698880565557827
0.617728623330185,0.0707435142621006
0.629624274245643,0.0716876016617655
0.6316987590419633,0.0723571666194743
0.6364663309467243,0.073250228910417
0.6397224351242361,0.0732803002248018
0.6439352921987862,0.0739871733363195
0.6532351845298485,0.0749170299231656
0.6568307116628052,0.0752577994024175
0.6600442161783687,0.0757825897346196
0.6680919871429435,0.0770206555104793
0.6724640709670665,0.0774133580748397
0.6836846286487258,0.0784149956361129
0.6874828115405371,0.0786219171216139
0.6910530048578647,0.0794138328232725
0.699429862402452,0.0807230692884233
0.7030249015033232,0.0810513698053719
0.7135646998527211,0.0811875385966353
0.7158741748271849,0.081911516920452
0.7161279286880525,0.0821635542812828
0.725118998055145,0.0832681834556935
0.7378425223112162,0.0848726973164871
0.7418124822758784,0.0853672348361264
0.7465544966054825,0.0857045418488275
0.7472639255875251,0.0858960980971259
0.7571095420868817,0.0873647589509704
0.7699226319768186,0.0889393192538395
0.7714299952969607,0.0891784944693712
0.7794406516668528,0.0899961370518599
0.7920530594141677,0.0917247451825763
0.8070344566183525,0.0938454016311514
0.8165439806623332,0.0939625196710589
0.8184319185006027,0.0939938380761606
0.8210901521374661,0.0949694391808492
0.832364502165684,0.0951699817109075
0.8371292497871831,0.0963716724184357
0.8417833568575744,0.0966551106421758
0.8499945857023653,0.0978434866274195
0.8522514192651014,0.098392646410379
0.8567018813505111,0.0984645203669341
0.8599547488554455,0.0988424738996689
0.8673378005760163,0.0994238011107883
0.8674420155644229,0.1003225141549707
0.8800589549045912,0.1013317349158016
0.8854110267734377,0.1027261598911946
0.8967167107051448,0.1030499377705533
0.9010140476273808,0.1032430961982345
0.9044351668996746,0.1042020032888143
0.919340255812095,0.1060953770933765
0.919347301105559,0.1066341623981965
0.9270300049475806,0.1070707442481874
0.9320116071297828,0.1079301467719134
0.9331931207569706,0.1083219430301838
0.9383018024415276,0.1086216615621454
0.9537679941850904,0.1099603082614746
0.9607804055606688,0.1101848196492064
0.9620381221229424,0.1105704929022501
0.9690343236936642,0.1123334364760735
0.982118302200916,0.1132273252150367
0.9837900297479266,0.1134847763626002
0.986015372875278,0.1137273203821945
1.0052609798922,0.115075028648485
1.006993174558438,0.115744490378072
1.0087930707726669,0.1161583524394166
1.012687167576544,0.1161905266906248
1.012866116516672,0.1175110405009647
1.0194742348893215,0.1184008816134377
1.0244077136191652,0.1190883908893012
1.0246826423996716,0.1194883932558075
1.043924863733906,0.1202177493383573
1.0460997056094687,0.1212224592297821
1.054447463146574,0.121516270667134
1.0597422157611929,0.1228424770288318
1.0671835983761706,0.1228932972051473
1.0724464763117498,0.1232133991975244
1.0725718512900158,0.1249430926000077
1.084176767477708,0.1257807565808733
1.086493029595874,0.1264193044829315
1.0994721395691511,0.127029426265106
1.0998000422066954,0.1271415177933681
1.1107421125956571,0.1283474162076245
1.1161114825572187,0.1300652715031061
1.1218825898755012,0.1303113091865051
1.13150437059169,0.1319848045485332
1.1360611904866222,0.132211253570403
1.1424658409978268,0.1325997792877003
1.1462581880612974,0.1331930081076097
1.1565893540861167,0.1343939029938454
1.1637185168488131,0.1357242273651512
1.172877253051957,0.1365536797723106
1.185315192311189,0.1377852489367729
1.1877003355088036,0.1392497965363366
1.1972895084165724,0.1395786398540361
1.2073786728729663,0.1399260228524479
1.209474744826271,0.140121443890744
1.2207679751121487,0.1417686617003844
1.2287285508156436,0.1431794225231064
1.2479101819347165,0.1437152495050764
1.248981897147414,0.1452805966497828
1.248981897147414,0.1463749141987846
1.2648728953902797,0.1478115689412467
1.277093615445487,0.147940636681051
1.2775478809313825,0.1484774028843374
1.290164978356764,0.1502213703836546
1.3080504316668482,0.1504387912265508
1.3114309920048672,0.1520057606046221
1.3117415845125822,0.152598126323524
1.3220823298853612,0.1527119167004216
1.3274722809070223,0.1531989135098159
1.330225551577456,0.1541457588630016
1.3333260399505915,0.1548731463576895
1.3398672897576658,0.1555889720695432
1.344928141933983,0.156315332283696
1.3548276016290086,0.1566698079414022
1.3571023228544925,0.1575571882126311
1.3580683982706725,0.1577159067125499
1.3673692572974516,0.1577805059276577
1.3804536757940524,0.1591174039383165
1.3821811341244747,0.1606804160285899
1.393546239608971,0.1609896480474755
1.3944564262992336,0.1611167564978427
1.39628901955334,0.161622606403544
1.3969196094803382,0.163022435746667
1.408578432821625,0.1631371742306245
1.4124003989832588,0.1636386660806565
1.4166576428372086,0.1655041661014245
1.4177632345998397,0.1656780532043145
1.4300958017199334,0.1663127955775916
1.437184648772379,0.1666467467667669
1.44058315387601,0.1686949180657118
1.452428475085923,0.1698829425267281
1.476003694215553,0.1705542120112598
1.4847178075688217,0.1711593880157773
1.487235422306212,0.1731118767517653
1.4939279156946264,0.1744850250838094
1.49877827657633,0.1766875860598785
1.5142190841737635,0.1768023344904073
1.526588118287005,0.1772363485453476
1.5391406228515678,0.1794549836111395
1.5392609953967562,0.1796312465617508
1.5474523628187595,0.1796970314401621
1.563836337402713,0.1833426105462571
1.5866920676743856,0.1851249565091161
1.5981469363314715,0.1863527379217458
1.6054150735819035,0.1871287931969558
1.608857776934728,0.1882409368293983
1.6112878395479209,0.1897772402881425
1.6392887400057226,0.1921030285926591
1.6492837429455616,0.1930772064500938
1.655723251004592,0.1934183091082646
1.657417281572835,0.1952800534860657
1.6767443266430675,0.1960976701133262
1.6864971938537066,0.1979983143547443
1.7073461893649884,0.2011220497048734
1.720219971142479,0.2035658018482941
1.7419604920800444,0.2061935613419806
1.763472481469143,0.2065310725490443
1.7958044946296243,0.2110809672246436
1.804295019201568,0.2111233424668498
1.8088703337998997,0.2118968389172885
1.8142121172401175,0.2126741676205727
1.836034294626996,0.2130377099654138
1.838694602210828,0.2144582944215179
1.843092826223659,0.2148090862772432
1.854531205690148,0.2166641294636162
1.8596618895495352,0.2177201401168753
1.8663862415139407,0.219196612315456
1.8927254070318456,0.2198048132449925
1.8942951337952645,0.2200042677225024
1.8993458220282735,0.2236626383140262
1.9096744765013176,0.2261142806443872
1.9113555234922053,0.2269102751071359
1.9427716551664236,0.2295349394062939
1.9533846532823815,0.2317915128683517
1.9919038875926725,0.2339925065298373
2.013878393586348,0.2346375237058925
2.01579124137725,0.2349345337361278
2.032986220335909,0.2363344911320719
2.043256215631079,0.2401636418985054
2.044143439594581,0.2412243068310699
2.079988622322171,0.2456351272611358
2.087849727468521,0.2460932988510062
2.090352590495561,0.2488784599480581
2.129316082909957,0.2529223641387285
2.1502749639279406,0.2540597811427549
2.166654814919405,0.2580695669637753
2.1857183200076307,0.2603001374906981
2.1877908116762126,0.2615670268864832
2.2218950430378266,0.2653545994966654
2.2447556182868653,0.2659455197097838
2.264966087933004,0.2675744221275401
2.276619470131694,0.269599627342946
2.2807495513128564,0.2709474054556575
2.295042868284251,0.2738226173763003
2.3383219549996617,0.2752058967664512
2.3610960713947926,0.2756658988863975
2.375400671017607,0.2845629267897337
2.435271522028781,0.2880153842568124
2.4415359502228617,0.2894338217623641
2.455295755501464,0.2915433862508682
2.486125922359252,0.2969780530326387
2.501460696045547,0.2998523653592781
2.5541872308898754,0.3028052705730576
2.574172443096133,0.307801580285944
2.64416465977132,0.3120295865856422
2.665310599178212,0.3141436853849777
2.689662420517737,0.3238196251699584
2.746727944001796,0.3256872777595892
2.750463934863653,0.3279896806900431
2.801993194008636,0.3311562294965447
2.8390881105473054,0.3410413833291039
2.864545448274314,0.3425317842257298
2.8670332852369027,0.3450504588815113
2.891292572634275,0.3462077723838369
2.9142910933445783,0.3472389754731685
2.953452285577573,0.3494320399808536
2.986217986421177,0.3533272575427745
2.992047899042168,0.356897849025376
3.006093293521629,0.3595099455937654
3.023686862065381,0.3631059705038271
3.035682302014932,0.3686017806828573
3.099436482582558,0.3689216427664058
3.122220987610067,0.3691005282750121
3.124980094494405,0.3732435957076602
3.151497912612045,0.3736399332827698
3.1733841353487717,0.3778508656661355
3.1939741243661097,0.3793499416718115
3.2015507951274045,0.385431550532899
3.217339428935807,0.391349843338279
3.2499822223809,0.3955794998566284
3.361337810312498,0.3965462665663519
3.378118595693154,0.4005359127915201
3.401647719825846,0.4097140590963591
3.4149292051956595,0.4132205411362319
3.466647703872323,0.4193334854509578
3.5269449629393588,0.4217256486755598
3.5590758023622704,0.4230561180131971
3.611092291949201,0.4251502426479224
3.628424234478101,0.4361900099496583
3.642591152209908,0.4380269529660043
3.650256142133272,0.4485986547813627
3.7327724830278814,0.4487620663321522
3.7400598738041233,0.4519199013053188
3.7469456914422414,0.4593013735145052
3.887597394082701,0.4651326694188164
3.931045076139903,0.4755288847464864
3.9697383949435534,0.4897589128178342
4.124896869244679,0.4919711817373419
4.1866433474781415,0.4968591239486424
4.196579174416686,0.5043049589654122
4.237002218367691,0.5224964732337458
4.3005499278543,0.5288861341675173
4.333309629837218,0.5371179963875313
4.371436640016867,0.5407919958751568
4.523674409515639,0.5492623020270926
4.55323894026841,0.5610133504936013
4.645780544532989,0.5711775513564684
4.680313532897742,0.5774878376631277
4.750801342035214,0.5866891761623891
4.9349175376521055,0.5915903441264757
4.94785122883933,0.6127673655962451
5.0692098158458885,0.6245995876163252
5.130869984659734,0.6300298728481207
5.156121086552209,0.6430312362379375
5.199971555810013,0.6584002713382243
5.3832317855354015,0.6642487845679024
5.508102883885848,0.6940613379415641
5.661200522629275,0.6983253130787785
5.720383206881136,0.7191761750938864
5.817870914801934,0.7277141867448701
5.8285821866891565,0.7318999479470916
6.0315658793541855,0.7508434544888672
6.047373724127799,0.7716665556350609
6.327224113530639,0.7983456457313088
6.3879482487322194,0.8021871707292115
6.435431107738912,0.8099369271362362
6.450824891790936,0.8128475648922128
6.499964444758217,0.8228582803765517
6.653337883303668,0.8291835462274865
6.734266854868023,0.8325605239510074
6.803295439655443,0.837942070022681
6.818760261687461,0.8672524785982122
6.8851286048527545,0.8811163766507729
7.096893742197361,0.8951534877679083
7.17085399534018,0.920998754671968
7.300512284261944,0.9328830805492744
7.428530794005878,0.9673585588045214
7.603814723772027,0.9689347004541804
7.754870416306009,0.9804395252928186
7.775194788165402,0.9977767930768452
7.805552469029102,1.0099444080377873
8.173024862515998,1.0284175778663034
8.188723548675187,1.051803670010792
8.274062302312599,1.0735560728792064
8.351398909876915,1.079900798208032
8.51726433164609,1.0966014197742828
8.5935351442461,1.099514833428689
8.601099855702277,1.1032603959848564
8.666619259668064,1.1517462359680395
9.071060586187253,1.2062184877274396
9.360627065802992,1.2119452450648986
9.677582375715398,1.2513251303549109
9.778437266348924,1.2663758102921934
9.795297243434575,1.290197979552855
10.220717197969297,1.4321966814356233
10.49144793603431,1.4743254611430918
10.885272703453513,1.4851202503180447
10.9389540583772,1.5528172693098208
11.016205767761976,1.561467858717586
11.805480356992476,1.5817400978621747
12.1419705073616,1.60707391959264
12.775896497506702,1.7459064195309952
12.901649783581872,1.8019104043589405
12.999928889530768,1.91680109289704
13.770257209720691,1.9661267542841496
14.611629132148137,2.1879940917836955
15.366115704297805,2.277869137068899
17.03452866329218,2.443749676273627
17.03452866329218,2.7692647265296624
17.202199711379265,2.8600695944047123
18.21295576106025,2.9042778777705918
18.231590097306057,2.9559531502350893
20.456280785038324,2.968434861320185
20.593379544759976,3.0155094374196785
20.903525905022,3.0258496440918763
20.944335293295172,3.051144912799696
21.290681226567045,3.440011756781185
21.51256198599524,3.714757523846431
25.551792994788,5.000260672957809
25.803299567220648,5.181996919025677
25.9998577790042,5.283048039928573
26.22861984006264,5.29529985751385
27.213181758681785,5.575625907741539
27.347385145918874,5.727823113945521
27.54051441938065,5.862651420277671
34.09380130851751,7.214629946944901
35.48446871107028,7.744603095460912
51.10358599002681,41.0144295682878
51.10358599002681,58.765868966147096
51.10358599002681,61.243558344867246
54.694770291596505,72.70170421063126
